GM_WELL_ID,GM_RESULT,GM_CHEMICAL_VVL,GM_SAMP_COLLECTION_DATE,GM_RESULT_UNITS,GM_RESULT_MODIFIER,GM_REPORTING_LIMIT,GM_LATITUDE,GM_LONGITUDE,GM_WELL_CATEGORY,GM_WELL_DEPTH_FT,GM_TOP_DEPTH_OF_SCREEN_FT,GM_SCREEN_LENGTH_FT,GM_DATASET_NAME,GM_ALTWELL_ID1,GM_ALTWELL_ID2
SL18236654-106C,0,AS,7/31/19,UG/L,ND,20,37.93987656,-122.3799362,Monitoring,,60,20,WB_CLEANUP,106C,106C
CA0707572_001_001,9,AS,7/31/19,UG/L,=,UNK,38.013853,-121.638844,Municipal,,0,10,DDW,CA0707572_001_001,WELL 1
SL18236654-556A,38.9,AS,7/31/19,UG/L,=,2,37.93714905,-122.3806076,Monitoring,,2,2,WB_CLEANUP,556A,556A
L10009353957-GW-3C-1,0,AS,8/1/19,UG/L,ND,50,37.95129664,-122.3799374,Monitoring,,26.68,15.5,WB_CLEANUP,GW-3C-1,GW-3C-1
L10009353957-GW-3C-1,0,AS,8/1/19,UG/L,ND,2,37.95129664,-122.3799374,Monitoring,,26.68,15.5,WB_CLEANUP,GW-3C-1,GW-3C-1
L10009353957-GW-3C-1,0,AS,8/1/19,UG/L,ND,50,37.95129664,-122.3799374,Monitoring,,26.68,15.5,WB_CLEANUP,GW-3C-1,GW-3C-1
SL18236654-642A,0,AS,8/1/19,UG/L,ND,2,37.93513107,-122.3789902,Monitoring,,3,4,WB_CLEANUP,642A,642A
SL18236654-554A,1.4,AS,8/1/19,UG/L,ND,2,37.93231583,-122.3813171,Monitoring,,1.2,3.8,WB_CLEANUP,554A,554A
SL18236654-320C,1.5,AS,8/1/19,UG/L,ND,2,37.9323616,-122.3812943,Monitoring,,25.5,15,WB_CLEANUP,320C,320C
L10009353957-GW-3C-1,2.8,AS,8/1/19,UG/L,=,2,37.95129664,-122.3799374,Monitoring,,26.68,15.5,WB_CLEANUP,GW-3C-1,GW-3C-1
L10009353957-GW-3C-1,2.9,AS,8/1/19,UG/L,=,2,37.95129664,-122.3799374,Monitoring,,26.68,15.5,WB_CLEANUP,GW-3C-1,GW-3C-1
CA0707608_002_002,3,AS,8/1/19,UG/L,=,UNK,38.009975,-121.635521,Municipal,,,,DDW,CA0707608_002_002,NEW WELL
SL18236654-125C,4.3,AS,8/1/19,UG/L,=,2,37.93532181,-122.3789902,Monitoring,,35,8,WB_CLEANUP,125C,125C
CA0707589_001_001,19,AS,8/1/19,UG/L,=,UNK,38.027,-121.9215,Municipal,,0,0,DDW,CA0707589_001_001,WELL HEAD
SL18236654-236C,0,AS,8/5/19,UG/L,ND,2,37.94234467,-122.379837,Monitoring,,50.5,10,WB_CLEANUP,236C,236C
SL18236654-234C,1.6,AS,8/5/19,UG/L,ND,2,37.94538498,-122.376358,Monitoring,,35,10,WB_CLEANUP,234C,234C
SL18236654-680C,3.3,AS,8/5/19,UG/L,=,2,37.94363022,-122.3852463,Monitoring,,30,10,WB_CLEANUP,680C,680C
SL18236654-251C,3.7,AS,8/5/19,UG/L,=,2,37.94239044,-122.3840103,Monitoring,,43,10,WB_CLEANUP,251C,251C
SL18236654-236C,4.7,AS,8/5/19,UG/L,=,2,37.94234467,-122.379837,Monitoring,,50.5,10,WB_CLEANUP,236C,236C
SL18236654-236C,5.9,AS,8/5/19,UG/L,=,2,37.94234467,-122.379837,Monitoring,,50.5,10,WB_CLEANUP,236C,236C
CA0707597_001_001,2,AS,8/6/19,UG/L,<,UNK,38.006611,-121.629222,Municipal,,0,0,DDW,CA0707597_001_001,WELL HEAD
SL18236654-235C,2.4,AS,8/6/19,UG/L,=,2,37.94331741,-122.3785477,Monitoring,,30,10,WB_CLEANUP,235C,235C
SL18236654-323A,3.9,AS,8/6/19,UG/L,=,2,37.92969894,-122.3852081,Monitoring,,2,8,WB_CLEANUP,323A,323A
SL18236654-649A,4.4,AS,8/6/19,UG/L,=,2,37.93727875,-122.3784103,Monitoring,,3,5,WB_CLEANUP,649A,649A
L10009353957-GW-61C-2,0,AS,8/7/19,UG/L,ND,50,37.94668249,-122.3654073,Monitoring,,39.61,10,WB_CLEANUP,GW-61C-2,GW-61C-2
SL18236654-569C,2,AS,8/7/19,UG/L,=,2,37.9553252,-122.3781071,Monitoring,,41,10,WB_CLEANUP,569C,569C
SL18236654-685C,2.2,AS,8/7/19,UG/L,=,2,37.955193,-122.381616,Monitoring,,62,18,WB_CLEANUP,685C,685C
L10009353957-GW-61C-2,4.8,AS,8/7/19,UG/L,=,2,37.94668249,-122.3654073,Monitoring,,39.61,10,WB_CLEANUP,GW-61C-2,GW-61C-2
SL18236654-238C,10.5,AS,8/7/19,UG/L,=,2,37.95399857,-122.3815918,Monitoring,,27,5,WB_CLEANUP,238C,238C
L10009353957-GW-61A-3,0,AS,8/8/19,UG/L,ND,50,37.946677,-122.365392,Monitoring,,12,5,WB_CLEANUP,GW-61A-3,GW-61A-3
SL18236654-108A,0.98,AS,8/8/19,UG/L,ND,2,37.95176697,-122.3851318,Monitoring,,3.5,18,WB_CLEANUP,108A,108A
L10009353957-GW-61A-3,2,AS,8/8/19,UG/L,ND,2,37.946677,-122.365392,Monitoring,,12,5,WB_CLEANUP,GW-61A-3,GW-61A-3
SL18236654-164C,2.4,AS,8/13/19,UG/L,=,2,37.95189285,-122.3829041,Monitoring,,40,20,WB_CLEANUP,164C,164C
CA0707523_001_001,8,AS,8/13/19,UG/L,=,UNK,38.019768,-121.613936,Municipal,,0,10,DDW,CA0707523_001_001,WELL HEAD
L10009353957-GW-78A,155,AS,8/13/19,UG/L,=,2,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
L10009353957-GW-78A,169,AS,8/13/19,UG/L,=,50,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
CA0707588_001_001,4,AS,8/14/19,UG/L,=,UNK,37.991777,-121.69975,Municipal,,50,10,DDW,CA0707588_001_001,WELL HEAD - WEST WELL
CA0707588_002_002,4,AS,8/14/19,UG/L,=,UNK,37.991226,-121.69883,Municipal,,50,10,DDW,CA0707588_002_002,WELLHEAD- EAST WELL
L10009353957-GW-78A,150,AS,8/14/19,UG/L,=,2,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
L10009353957-GW-78A,166,AS,8/14/19,UG/L,=,50,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
L10009353957-CW-6,0,AS,8/20/19,UG/L,ND,50,37.95141883,-122.3802286,Monitoring,,,,WB_CLEANUP,CW-6,CW-6
L10009353957-CW-6,0,AS,8/20/19,UG/L,ND,2,37.95141883,-122.3802286,Monitoring,,,,WB_CLEANUP,CW-6,CW-6
L10009353957-CW-6,29.8,AS,8/20/19,UG/L,=,2,37.95141883,-122.3802286,Monitoring,,,,WB_CLEANUP,CW-6,CW-6
L10009353957-CW-6,30,AS,8/20/19,UG/L,=,2,37.95141883,-122.3802286,Monitoring,,,,WB_CLEANUP,CW-6,CW-6
L10009353957-CW-7,36,AS,8/20/19,UG/L,=,2,37.94969018,-122.3803849,Monitoring,,,,WB_CLEANUP,CW-7,CW-7
L10009353957-CW-7,36,AS,8/20/19,UG/L,ND,50,37.94969018,-122.3803849,Monitoring,,,,WB_CLEANUP,CW-7,CW-7
L10009353957-CW-6,37.6,AS,8/20/19,UG/L,ND,50,37.95141883,-122.3802286,Monitoring,,,,WB_CLEANUP,CW-6,CW-6
L10009353957-CW-6,38,AS,8/20/19,UG/L,ND,50,37.95141883,-122.3802286,Monitoring,,,,WB_CLEANUP,CW-6,CW-6
L10009353957-CW-9,89.8,AS,8/20/19,UG/L,=,50,37.94450448,-122.3757654,Monitoring,,,,WB_CLEANUP,CW-9,CW-9
L10009353957-CW-9,96.4,AS,8/20/19,UG/L,=,2,37.94450448,-122.3757654,Monitoring,,,,WB_CLEANUP,CW-9,CW-9
CA0706004_005_005,13,AS,8/21/19,UG/L,=,UNK,37.990436,-121.62452,Municipal,,,,DDW,CA0706004_005_005,WELL 3
SL18316736-MK-21C,0,AS,8/26/19,UG/L,ND,50,38.032949,-122.080471,Monitoring,,78,5,WB_CLEANUP,MK-21C,MK-21C
SL18316736-MK-21A,31,AS,8/26/19,UG/L,=,10,38.032941,-122.080505,Monitoring,,8,10,WB_CLEANUP,MK-21A,MK-21A
SL18316736-T3S-MW07BR,0,AS,8/27/19,UG/L,ND,50,38.0330311,-122.0813917,Monitoring,,42,5,WB_CLEANUP,T3S-MW07BR,T3S-MW07BR
L10009353957-GW-78A,7.5,AS,8/27/19,UG/L,=,2,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
L10009353957-GW-78A,17,AS,8/27/19,UG/L,ND,50,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
SL18316736-MK-21B,34,AS,8/27/19,UG/L,=,50,38.032931,-122.080536,Monitoring,,50,5,WB_CLEANUP,MK-21B,MK-21B
SL18316736-T3S-MW07B,50,AS,8/27/19,UG/L,=,50,38.0330309,-122.0813923,Monitoring,,29,5,WB_CLEANUP,T3S-MW07B,T3S-MW07B
SL18316736-T3S-MW07A,120,AS,8/27/19,UG/L,=,50,38.0330315,-122.0813922,Monitoring,,4,10,WB_CLEANUP,T3S-MW07A,T3S-MW07A
SL18316736-MK-21B,150,AS,8/27/19,UG/L,=,50,38.032931,-122.080536,Monitoring,,50,5,WB_CLEANUP,MK-21B,MK-21B
L10009353957-GW-78A,0,AS,8/28/19,UG/L,ND,50,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
SL18316736-WCC-6S,0,AS,8/28/19,UG/L,ND,20,38.0342573,-122.0833262,Monitoring,,9,10,WB_CLEANUP,WCC-6S,WCC-6S
SL18316736-CHW-15,0,AS,8/28/19,UG/L,ND,20,38.0363655,-122.0854737,Monitoring,,5,15,WB_CLEANUP,CHW-15,CHW-15
SL18316736-T3-A14,7.3,AS,8/28/19,UG/L,=,5,38.041022,-122.089312,Monitoring,,6,10,WB_CLEANUP,T3-A14,T3-A14
L10009353957-GW-78A,8.7,AS,8/28/19,UG/L,=,2,37.94763982,-122.3799746,Monitoring,,4.41,9.5,WB_CLEANUP,GW-78A,GW-78A
SL18244665-GW-12A,217,AS,8/28/19,UG/L,=,2,37.9451492,-122.3717197,Monitoring,,5.52,12,WB_CLEANUP,GW-12A,GW-12A
SL18244665-GW-13A,16900,AS,8/28/19,UG/L,=,100,37.94470454,-122.3721462,Monitoring,,5.75,13,WB_CLEANUP,GW-13A,GW-13A
SL18316736-MK-30A,0,AS,8/29/19,UG/L,ND,5,38.0438862,-122.0885744,Monitoring,,5.4,10,WB_CLEANUP,MK-30A,MK-30A
SL18244665-GW-7A,0,AS,8/29/19,UG/L,ND,2,37.94410917,-122.3670541,Monitoring,,8.79,18,WB_CLEANUP,GW-7A,GW-7A
SL18316736-MK-23C,3.1,AS,8/29/19,UG/L,=,5,38.043857,-122.08865,Monitoring,,91,5,WB_CLEANUP,MK-23C,MK-23C
SL18244665-GW-7A,936,AS,8/29/19,UG/L,=,4,37.94410917,-122.3670541,Monitoring,,8.79,18,WB_CLEANUP,GW-7A,GW-7A
SL18244665-GW-7A,938,AS,8/29/19,UG/L,=,10,37.94410917,-122.3670541,Monitoring,,8.79,18,WB_CLEANUP,GW-7A,GW-7A
SL18244665-C,0,AS,9/3/19,UG/L,ND,2,37.9432882,-122.3733548,Do Not Include,,,,WB_CLEANUP,C,C
SL18244665-C,0,AS,9/3/19,UG/L,ND,2,37.9432882,-122.3733548,Do Not Include,,,,WB_CLEANUP,C,C
SL18244665-B2,15.2,AS,9/3/19,UG/L,=,2,37.94419998,-122.3719496,Do Not Include,,,,WB_CLEANUP,B2,B2
SL18244665-A,23.8,AS,9/3/19,UG/L,=,2,37.94166758,-122.372765,Do Not Include,,,,WB_CLEANUP,A,A
SL18244665-A,24.4,AS,9/3/19,UG/L,=,2,37.94166758,-122.372765,Do Not Include,,,,WB_CLEANUP,A,A
SL18244665-E,25.3,AS,9/3/19,UG/L,=,2,37.94426529,-122.3740652,Do Not Include,,,,WB_CLEANUP,E,E
SL18244665-B2,29.6,AS,9/3/19,UG/L,=,2,37.94419998,-122.3719496,Do Not Include,,,,WB_CLEANUP,B2,B2
SL18244665-A-B3,30.3,AS,9/3/19,UG/L,=,2,37.94257319,-122.373758,Do Not Include,,,,WB_CLEANUP,A-B3,A-B3
SL18244665-A-B3,30.5,AS,9/3/19,UG/L,=,2,37.94257319,-122.373758,Do Not Include,,,,WB_CLEANUP,A-B3,A-B3
SL18244665-E,30.5,AS,9/3/19,UG/L,=,2,37.94426529,-122.3740652,Do Not Include,,,,WB_CLEANUP,E,E
SL18244665-C,58.9,AS,9/3/19,UG/L,=,2,37.9432882,-122.3733548,Do Not Include,,,,WB_CLEANUP,C,C
SL18244665-C,62.2,AS,9/3/19,UG/L,=,2,37.9432882,-122.3733548,Do Not Include,,,,WB_CLEANUP,C,C
SL18244665-C,72.8,AS,9/3/19,UG/L,=,2,37.9432882,-122.3733548,Do Not Include,,,,WB_CLEANUP,C,C
SL18244665-C,76.5,AS,9/3/19,UG/L,=,2,37.9432882,-122.3733548,Do Not Include,,,,WB_CLEANUP,C,C
SL18244665-F,108,AS,9/3/19,UG/L,=,2,37.94450448,-122.3757654,Do Not Include,,,,WB_CLEANUP,F,F
SL18244665-F,131,AS,9/3/19,UG/L,=,2,37.94450448,-122.3757654,Do Not Include,,,,WB_CLEANUP,F,F
SL18244665-GW-19A,2.2,AS,9/5/19,UG/L,=,2,37.94227532,-122.3722844,Monitoring,,2.7,7.5,WB_CLEANUP,GW-19A,GW-19A
SL18244665-GW-8A,3.8,AS,9/5/19,UG/L,=,2,37.94248218,-122.3683813,Monitoring,,7.39,19,WB_CLEANUP,GW-8A,GW-8A
SL18244665-GW-15A,12.5,AS,9/5/19,UG/L,=,2,37.94283711,-122.3734862,Monitoring,,4.21,11,WB_CLEANUP,GW-15A,GW-15A
CA0706028_002_002,2,AS,9/11/19,UG/L,<,UNK,37.967863,-121.661287,Municipal,,0,0,DDW,CA0706028_002_002,SOUTH WELL
SL18244665-GW-20A,19.3,AS,9/11/19,UG/L,=,2,37.94224213,-122.3707597,Monitoring,,4.64,9.5,WB_CLEANUP,GW-20A,GW-20A
SL18316736-T3-A3,0,AS,9/16/19,UG/L,ND,20,38.0379911,-122.0748912,Monitoring,,1.5,10,WB_CLEANUP,T3-A3,T3-A3
SL18316736-CWC-MW01,0,AS,9/16/19,UG/L,ND,20,38.0351141,-122.0701883,Monitoring,,8.1454,10,WB_CLEANUP,CWC-MW01,CWC-MW01
SL18316736-CWC-MW01,0,AS,9/16/19,UG/L,ND,20,38.0351141,-122.0701883,Monitoring,,8.1454,10,WB_CLEANUP,CWC-MW01,CWC-MW01
SL18316736-CWC-MW06,0,AS,9/16/19,UG/L,ND,20,38.0387295,-122.0761514,Monitoring,,5,10,WB_CLEANUP,CWC-MW06,CWC-MW06
SL18244665-GW-11A,455,AS,9/16/19,UG/L,=,2,37.9434276,-122.3739047,Monitoring,,5.64,6.5,WB_CLEANUP,GW-11A,GW-11A
SL18316736-MK-18C,0,AS,9/18/19,UG/L,ND,20,38.03135,-122.07843,Monitoring,,80,5,WB_CLEANUP,MK-18C,MK-18C
SL18316736-T1-C5,0,AS,9/18/19,UG/L,ND,10,38.035538,-122.064315,Monitoring,,59,5,WB_CLEANUP,T1-C5,T1-C5
SL18316736-T3S-MW05A,0,AS,9/18/19,UG/L,ND,20,38.0320174,-122.0798427,Monitoring,,4,10,WB_CLEANUP,T3S-MW05A,T3S-MW05A
SL18316736-T3-A7,0,AS,9/18/19,UG/L,ND,20,38.03982,-122.081264,Monitoring,,3,10,WB_CLEANUP,T3-A7,T3-A7
SL18316736-WCC-24S,0,AS,9/18/19,UG/L,ND,10,38.035585,-122.064123,Monitoring,,10,10,WB_CLEANUP,WCC-24S,WCC-24S
SL18316736-WCC-24S,0,AS,9/18/19,UG/L,ND,10,38.035585,-122.064123,Monitoring,,10,10,WB_CLEANUP,WCC-24S,WCC-24S
SL18316736-T6-A5,1.9,AS,9/18/19,UG/L,=,1,38.018803,-122.056045,Monitoring,,4.5,10,WB_CLEANUP,T6-A5,T6-A5
CA0707598_001_001,2,AS,9/18/19,UG/L,<,UNK,37.874137,-121.643476,Municipal,,0,10,DDW,CA0707598_001_001,WELL
SL18316736-CHW-21,2.1,AS,9/18/19,UG/L,=,1,38.017983,-122.058978,Monitoring,,5,15,WB_CLEANUP,CHW-21,CHW-21
SL18316736-T6-A6,2.3,AS,9/18/19,UG/L,=,1,38.017956,-122.056022,Monitoring,,4.5,10,WB_CLEANUP,T6-A6,T6-A6
CA0707598_001_001,2.4,AS,9/18/19,UG/L,=,UNK,37.874137,-121.643476,Municipal,,0,10,DDW,CA0707598_001_001,WELL
SL18316736-T6-A3,2.5,AS,9/18/19,UG/L,=,1,38.021581,-122.055794,Monitoring,,4.5,10,WB_CLEANUP,T6-A3,T6-A3
CA0707577_001_001,4,AS,9/18/19,UG/L,=,UNK,38.035846,-121.624778,Municipal,,0,0,DDW,CA0707577_001_001,WELL 1 BEACON HARBOR
SL18316736-T6-A1,4.1,AS,9/18/19,UG/L,=,1,38.024369,-122.0579,Monitoring,,4.5,15,WB_CLEANUP,T6-A1,T6-A1
CA0707577_002_002,6,AS,9/18/19,UG/L,=,UNK,38.040103,-121.630949,Municipal,,0,0,DDW,CA0707577_002_002,WELL 2 END OF WILLOW RD
SL18316736-CWC-MW07,12,AS,9/18/19,UG/L,=,10,38.0395871,-122.0795557,Monitoring,,5,10,WB_CLEANUP,CWC-MW07,CWC-MW07
SL18316736-T3S-MW02,18,AS,9/18/19,UG/L,=,10,38.0322382,-122.0802703,Monitoring,,1.38,10,WB_CLEANUP,T3S-MW02,T3S-MW02
SL18316736-MK-16B,20,AS,9/18/19,UG/L,=,10,38.035607,-122.064074,Monitoring,,43,5,WB_CLEANUP,MK-16B,MK-16B
SL18316736-T1-A12,58,AS,9/18/19,UG/L,=,10,38.034058,-122.06968,Monitoring,,2.8,9.7,WB_CLEANUP,T1-A12,T1-A12
SL18316736-T3S-MW01,81,AS,9/18/19,UG/L,=,5,38.0320551,-122.0799956,Monitoring,,4.12,8,WB_CLEANUP,T3S-MW01,T3S-MW01
SL18316736-T1-C6,0,AS,9/19/19,UG/L,ND,10,38.03399,-122.068377,Monitoring,,61,5,WB_CLEANUP,T1-C6,T1-C6
SL18316736-MK-5B,2.4,AS,9/19/19,UG/L,=,1,38.003421,-122.050921,Monitoring,,54.5,4.5,WB_CLEANUP,MK-5B,MK-5B
SL18316736-MK-5A,4.2,AS,9/19/19,UG/L,=,1,38.00344,-122.050902,Monitoring,,,,WB_CLEANUP,MK-5A,MK-5A
SL18316736-T1-A2,16,AS,9/19/19,UG/L,=,20,38.035869,-122.062856,Monitoring,,2,10,WB_CLEANUP,T1-A2,T1-A2
SL18316736-WCC-20S,23,AS,9/19/19,UG/L,=,20,38.032869,-122.068231,Monitoring,,10,10,WB_CLEANUP,WCC-20S,WCC-20S
SL18316736-T1-C4,46,AS,9/19/19,UG/L,=,10,38.0339775,-122.0561796,Monitoring,,66.5,5,WB_CLEANUP,T1-C4,T1-C4
SL18316736-T3S-AMW03,0,AS,9/20/19,UG/L,ND,20,38.0378077,-122.0747055,Monitoring,,91,5,WB_CLEANUP,T3S-AMW03,T3S-AMW03
SL18316736-T3S-AMW04,0,AS,9/20/19,UG/L,ND,10,38.0377975,-122.0746903,Monitoring,,32,25,WB_CLEANUP,T3S-AMW04,T3S-AMW04
SL18316736-T3-C1,0,AS,9/20/19,UG/L,ND,5,38.039176,-122.077616,Monitoring,,88,5,WB_CLEANUP,T3-C1,T3-C1
SL18316736-MK-13A,0.99,AS,9/20/19,UG/L,=,1,38.017125,-122.066999,Monitoring,,8,10,WB_CLEANUP,MK-13A,MK-13A
SL18316736-MW-149,1.1,AS,9/20/19,UG/L,=,1,38.015837,-122.067704,Monitoring,,7,15,WB_CLEANUP,MW-149,MW-149
SL18316736-T3S-MW05AR,2.5,AS,9/20/19,UG/L,=,5,38.0320176,-122.079842,Monitoring,,31,5,WB_CLEANUP,T3S-MW05AR,T3S-MW05AR
SL18316736-T4-A1,2.6,AS,9/20/19,UG/L,=,1,38.017811,-122.067435,Monitoring,,6.5,15,WB_CLEANUP,T4-A1,T4-A1
SL18316736-T3S-MW06A,3.6,AS,9/20/19,UG/L,=,5,38.0318157,-122.0793008,Monitoring,,4,10,WB_CLEANUP,T3S-MW06A,T3S-MW06A
SL18316736-MK-31A,5.8,AS,9/20/19,UG/L,=,1,38.0183322,-122.0669759,Monitoring,,18,10,WB_CLEANUP,MK-31A,MK-31A
SL18316736-T3S-MW06AR,6.8,AS,9/20/19,UG/L,=,5,38.0318155,-122.0793014,Monitoring,,33,5,WB_CLEANUP,T3S-MW06AR,T3S-MW06AR
SL18316736-T3S-MW05BR,18,AS,9/20/19,UG/L,=,10,38.0320181,-122.0798425,Monitoring,,46,5,WB_CLEANUP,T3S-MW05BR,T3S-MW05BR
SL18316736-T3S-MW06BR,140,AS,9/20/19,UG/L,=,20,38.0318152,-122.0793011,Monitoring,,48,5,WB_CLEANUP,T3S-MW06BR,T3S-MW06BR
SL18316736-MK-9A,0,AS,9/23/19,UG/L,ND,5,38.024515,-122.052905,Monitoring,,13,10,WB_CLEANUP,MK-9A,MK-9A
SL18316736-MK-8A,1.6,AS,9/23/19,UG/L,=,1,38.020747,-122.052627,Monitoring,,20,10,WB_CLEANUP,MK-8A,MK-8A
SL18316736-MK-9A,1.9,AS,9/23/19,UG/L,=,1,38.024515,-122.052905,Monitoring,,13,10,WB_CLEANUP,MK-9A,MK-9A
SL18244665-GW-15C,1.9,AS,9/23/19,UG/L,ND,2,37.94240823,-122.3736443,Monitoring,,45.96,17,WB_CLEANUP,GW-15C,GW-15C
SL18316736-WMU4-MW11,2.2,AS,9/23/19,UG/L,=,1,38.0201522,-122.058874,Monitoring,,9.06,10,WB_CLEANUP,WMU4-MW11,WMU4-MW11
SL18244665-GW-7C,2.4,AS,9/23/19,UG/L,=,2,37.94404005,-122.3670343,Monitoring,,33.71,20,WB_CLEANUP,GW-7C,GW-7C
SL18316736-CHW-20,3,AS,9/23/19,UG/L,=,1,38.022314,-122.059603,Monitoring,,5,15,WB_CLEANUP,CHW-20,CHW-20
SL18244665-GW-19C,3.1,AS,9/23/19,UG/L,=,2,37.94226543,-122.37187,Monitoring,,43.54,19.5,WB_CLEANUP,GW-19C,GW-19C
SL18316736-MK-7A,3.9,AS,9/23/19,UG/L,=,1,38.019281,-122.04909,Monitoring,,23,10,WB_CLEANUP,MK-7A,MK-7A
SL18244665-GW-8C,4.2,AS,9/23/19,UG/L,=,2,37.94244141,-122.3684697,Monitoring,,43.25,20,WB_CLEANUP,GW-8C,GW-8C
SL18316736-WMU4-MW23,4.7,AS,9/23/19,UG/L,=,1,38.0204288,-122.0574332,Monitoring,,6.94,10,WB_CLEANUP,WMU4-MW23,WMU4-MW23
SL18316736-MK-29B,4.8,AS,9/23/19,UG/L,=,5,38.033896,-122.068477,Monitoring,,45,5,WB_CLEANUP,MK-29B,MK-29B
SL18316736-T2-A7,5.1,AS,9/23/19,UG/L,=,1,38.02047,-122.068397,Monitoring,,2.5,15,WB_CLEANUP,T2-A7,T2-A7
SL18244665-GW-21C,5.6,AS,9/23/19,UG/L,=,2,37.94422319,-122.3723033,Monitoring,,48.61,19.3,WB_CLEANUP,GW-21C,GW-21C
SL18316736-T1-A14,58,AS,9/23/19,UG/L,=,10,38.033956,-122.068423,Monitoring,,8,5,WB_CLEANUP,T1-A14,T1-A14
SL18316736-MW-145,0.62,AS,9/24/19,UG/L,=,1,38.007088,-122.061437,Monitoring,,14,15,WB_CLEANUP,MW-145,MW-145
SL18316736-MW-145,0.69,AS,9/24/19,UG/L,=,1,38.007088,-122.061437,Monitoring,,14,15,WB_CLEANUP,MW-145,MW-145
SL18316736-MW-173,0.83,AS,9/24/19,UG/L,=,1,38.024579,-122.069485,Monitoring,,14,10,WB_CLEANUP,MW-173,MW-173
SL18316736-T2-A5,2.8,AS,9/24/19,UG/L,=,1,38.0238279,-122.0689143,Monitoring,,4.5,15,WB_CLEANUP,T2-A5,T2-A5
SL18316736-MW-146,5,AS,9/24/19,UG/L,=,1,38.00836,-122.062804,Monitoring,,6,15,WB_CLEANUP,MW-146,MW-146
SL18316736-WMU1-MW05,5.1,AS,9/24/19,UG/L,=,1,38.0107086,-122.0624945,Monitoring,,25,10,WB_CLEANUP,WMU1-MW05,WMU1-MW05
SL18316736-EEI-31,24,AS,9/24/19,UG/L,=,1,38.004421,-122.058234,Monitoring,,3,15,WB_CLEANUP,EEI-31,EEI-31
SL18316736-MW-161,29,AS,9/24/19,UG/L,=,1,38.01426,-122.067582,Monitoring,,9,15,WB_CLEANUP,MW-161,MW-161
SL18316736-MK-11A,30,AS,9/24/19,UG/L,=,1,38.011813,-122.065883,Monitoring,,8,10,WB_CLEANUP,MK-11A,MK-11A
SL18316736-EEI-88,38,AS,9/24/19,UG/L,=,1,38.0246751,-122.0639562,Monitoring,,4,10,WB_CLEANUP,EEI-88,EEI-88
SL18316736-CWC-MW05,49,AS,9/24/19,UG/L,=,10,38.0368662,-122.0732092,Monitoring,,5,10,WB_CLEANUP,CWC-MW05,CWC-MW05
SL18316736-WCC-36S,0,AS,9/25/19,UG/L,ND,1,38.01894795,-122.0593818,Monitoring,,10,10,WB_CLEANUP,WCC-36S,WCC-36S
SL18316736-WCC-30S,0,AS,9/25/19,UG/L,ND,10,38.026982,-122.062149,Monitoring,,10,10,WB_CLEANUP,WCC-30S,WCC-30S
SL18316736-WMU9-MW02R,0,AS,9/25/19,UG/L,ND,20,38.0298289,-122.0643506,Monitoring,,15,10,WB_CLEANUP,WMU9-MW02R,WMU9-MW02R
SL18316736-MK-17SS,1.1,AS,9/25/19,UG/L,=,1,38.028823,-122.073397,Monitoring,,2.5,5,WB_CLEANUP,MK-17SS,MK-17SS
SL18316736-WMU4-MW22,1.6,AS,9/25/19,UG/L,=,1,38.0195926,-122.0574919,Monitoring,,46.33,10,WB_CLEANUP,WMU4-MW22,WMU4-MW22
SL18316736-WMU4-MW07,2.1,AS,9/25/19,UG/L,=,1,38.018634,-122.058782,Monitoring,,4,10,WB_CLEANUP,WMU4-MW07,WMU4-MW07
SL18316736-T2L-MW01A,2.1,AS,9/25/19,UG/L,=,1,38.0269761,-122.0704628,Monitoring,,,,WB_CLEANUP,T2L-MW01A,T2L-MW01A
SL18244665-GW-26C,2.9,AS,9/25/19,UG/L,=,2,37.94218323,-122.3749231,Monitoring,,65.1,10,WB_CLEANUP,GW-26C,GW-26C
SL18316736-WMU4-MW21,3.2,AS,9/25/19,UG/L,=,1,38.0195245,-122.0575414,Monitoring,,6.87,10,WB_CLEANUP,WMU4-MW21,WMU4-MW21
SL18244665-GW-11C,3.8,AS,9/25/19,UG/L,=,2,37.94342714,-122.3739439,Monitoring,,16.42,18.3,WB_CLEANUP,GW-11C,GW-11C
SL18244665-GW-22C,3.8,AS,9/25/19,UG/L,=,2,37.94274576,-122.3744984,Monitoring,,43.97,20,WB_CLEANUP,GW-22C,GW-22C
SL18316736-WMU9-MW08,5.5,AS,9/25/19,UG/L,=,10,38.0310035,-122.0640959,Monitoring,,15,10,WB_CLEANUP,WMU9-MW08,WMU9-MW08
